Sitio,Fecha,Profundidad,Transecto,Abudefduf saxatilis,Abudefduf taurus,Acanthostracion quadricornis,Acanthurus tractus,Acanthurus chirurgus,Acanthurus coeruleus,Aluterus scriptus,Anisotremus surinamensis,Anisotremus virginicus,Apogon binotatus,Apogon maculatus,Archosargos probatocephalus,Aulostomus maculatus,Balistes capriscus,Bodianus pulchellus,Bodianus rufus,Calamus calamus,Calamus penna,Calamus pennatula,Cantherines pullus,Canthidermis sufflamen,Canthigaster rostrata,Caranx bartholomei,Caranx crysos,Caranx latus,Caranx lugubris,Caranx ruber,Centropyge argi,Cephalopholis cruentata,Chaetodipterus faber,Chaetodon capistratus,Chaetodon ocellatus,Chaetodon sedentarius,Chaetodon striatus,Chromis cyanea,Chromis insolata,Chromis multilineata,Chromis scotti,Clepticus parrae,"CLUPEIDAE, ENGRAULIDAE",Coryphopterus glaucofraenum,Coryphopterus personatus/hyalinus,Diodon hystrix,Elacatinus jarocho,Elacatinus oceanops,Elacatinus redimiculus,Elagatis bipinnulata,Emblemariopsis sp.,Epinephelus adscensionis,Epinephelus guttatus,Equetus lanceolatus,Equetus punctatus,Gerres cinereus,Gymnothorax funebris,Gymnothorax miliaris,Gymnothorax moringa,Haemulon aurolineatum,Haemulon carbonarium,Haemulon chrysargyreum,Haemulon flavolineatum,Haemulon macrostomum,Haemulon plumieri,Halichoeres bivitattus,Halichoeres burekae,Halichoeres garnoti,Halichoeres radiatus,Hippocampus erectus,Holacanthus bermudensis,Holacanthus ciliaris,Holacanthus hibrido,Holacanthus tricolor,Holocentrus adscencionis,Holocentrus rufus,Hypleurochilus bermudensis,Hypoplectrus nigricans,Hypoplectrus puella,Hypoplectrus castroaguirrei,Haemulon vittata,Kyphosus sectatrix/incisor,Labrisomus nuchipinnis,Lactophrys bicaudalis,Lactophrys triqueter,Lutjanus analis,Lutjanus apodus,Lutjanus buccanella,Lutjanus griseus,Lutjanus jocu,Lutjanus mahogoni,Lutjanus synagris,Malacacotenus triangulatus,Microspathodon chrysurus,Mulloidichtys martinicus,Mycteroperca bonaci,Mycteroperca interstitialis,Mycteroperca microlepis,Mycteroperca phenax,Mycteroperca tigris,Mycteroperca venenosa,Myrichthys breviceps,Myripristis jacobus,Neopomasentrus cyanomus,Nicholsina usta,Ocyurus chrysurus,Odontoscion dentex,Ogcocephalus radiatus,Ophichthus ophis,Ophioblennius macclurei,Parablenius marmoreus,Paranthias furcifer,Pareques acuminatus,Pareques umbrosus,Pempheris schomburgki,Platybelone argalus,Pterois volitans,Pomacanthus arcuatus,Pomacanthus paru,Pseudopeneus maculatus,Scarus guacamaia,Scarus iseri,Scarus taeniopterus,Scomberomorus cavalla,Scorpaenodes caribbaeus,Scarus vetula,Scorpaena plumieri,Selene vomer,Seriola rivoliana,Serranus subligarius,Serranus tigrinus,Sparisoma atomarium,Sparisoma aurofrenatum,Sparisoma chrysopterum,Sparisoma rubripinae,Sparisoma viridae,Sphoeroides spengleri,Sphyraena borealis/picudilla,Sphyraena guachancho,Sphyrna barracuda,Stegastes adustus,Stegastes partitus ,Stegastes planifrons,Stegastes variabilis,Synodus intermedius,Synodus saurus,Thalassoma bifasciatum
Blanquilla,5-May-11,4,1,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,2
Blanquilla,5-May-11,4,2,4,,,,,,,,2,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,150,,,2,,,6,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,11,,,,,,3
Blanquilla,5-May-11,4,3,,,,,4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,30,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,1
Blanquilla,5-May-11,4,4,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4,,,,,
Blanquilla,5-May-11,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,
Blanca,6-May-11,15,1,,,,,,,,,1,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,34,,,,160,,,,,,,,,,,,,,,30,,,1,,,,200,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,4,,,
Blanca,6-May-11,15,2,,,,,,,,,1,,,,,,,3,,,,,,3,,,,,,,,,,,3,,,,,8,,,,30,,,1,,,,,,,,,,,,12,,,1,1,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,,,,
Blanca,6-May-11,15,3,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,4,,,,20,,,,,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,
Blanca,6-May-11,15,4,,,,,,,,,1,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,80,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,
Blanca,6-May-11,15,5,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,80,,,1,,,,,,,,,,,,5,,,,,,,6,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,
Blanca,6-May-11,4,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,1,1,,,
Blanca,6-May-11,4,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3,,,,,
Blanca,6-May-11,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,1,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,
Blanca,6-May-11,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,1
Blanca,6-May-11,4,5,6,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,30,,,,,,,,,,,,,,,35,,,1,1,,,40,,,,,,,,,,,2,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,
Enmedio,9-May-11,9,1,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,2,,,,,,,,,19,,,,,,,1,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,4,,,,,,
Enmedio,9-May-11,9,2,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,2,,,,10,8,,,,7,,,1,,,,,,,,,,,,120,,,3,,,2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,2,6,2,6,,,
Enmedio,9-May-11,9,3,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,7,,,3,,,,,,,,,,,,,,,,,,2,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,5,1,2,,,
Enmedio,9-May-11,9,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,25,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,1,,,,,,,,3,4,4,1,,,
Enmedio,9-May-11,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,30,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,10,8,3,,,
Enmedio,9-May-11,4.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,28,6,,,,1
Enmedio,9-May-11,4.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,6,,2,,,
Enmedio,9-May-11,4.5,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,17,,,,,5
Enmedio,9-May-11,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,18,1,1,,,2
Enmedio,9-May-11,4.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,7,,,,,,,,,,,,,,,1,,,,,3,,,,,3
Santiaguillo,10-May-11,15,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,200,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,2
Santiaguillo,10-May-11,15,2,,,,,,,,,,,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,10,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,7,,,,6
Santiaguillo,10-May-11,15,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,4,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,3,1,,,,5
Santiaguillo,10-May-11,15,4,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,8,2,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,2
Santiaguillo,10-May-11,15,5,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,,1,1,,,,,,18,,,,110,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,4,5,,,,5
Santiaguillo,10-May-11,5,1,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,2,,,55,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,20,10,,,,,10
Santiaguillo,10-May-11,5,2,12,,,,4,2,,1,,,,,,,,8,,,,,,1,,,,,,,,,,,,,,,100,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,1,,,,,,,1,,,1,,,,,16,7,,,,,4
Santiaguillo,10-May-11,5,3,,,,,20,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,22,,,,1,,,,,,,,,,3,,,,,25,13,,,,,8
Santiaguillo,10-May-11,5,4,10,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,14,12,,,,,
Santiaguillo,10-May-11,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,1,,,,
Sacrificios,11-May-11,7,1,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,1,,1,,,,,,,,1,160,,,,,,,1,,,,,,,,25,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,20,1,2,1,4,,,
Sacrificios,11-May-11,7,2,,,,,14,,,,1,,,,,,,2,,,,,,,,,,,,,,,2,8,,,,,,2,,,9,60,,,1,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,8,,,
Sacrificios,11-May-11,7,3,,,,,1,,,,1,,,,,,,8,,,,,,2,,,,,,,,,1,,,,,,1,,,,10,37,,,2,1,,,1,,,,,,,,60,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,,,
Sacrificios,11-May-11,7,4,,,,,1,,,,1,,,,,,,3,,,,,,,,,,,,,,,1,2,,,,,3,,,,12,80,,,1,,,,4,,,,,,,,,,,4,,,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,15,5,12,,,
Sacrificios,11-May-11,7,5,,,,,,,,,1,,,,,,,4,,,,,,1,,,,,,,,,2,,,,,,,,,,,70,,,2,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,2,8,,,
Sacrificios,11-May-11,4,1,,,,,30,,,,,,,,,,,2,,,,,,,,,,,,,,,1,6,1,,,,,,,,14,,,,,,,,2,,,,,,,,,,,,,,6,90,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,12,1,2,,,
Sacrificios,11-May-11,4,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,1,,,,,,,,22,,,,,,,,2,,,,,,,,105,,,,,,11,60,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,26,28,,14,,,
Sacrificios,11-May-11,4,3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,,,,,,,,20,,,,,,,,1,,,,,,,,,,,,,,3,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,60,46,,,,,
Sacrificios,11-May-11,4,4,,,,,4,,,,4,,,,,,,4,,,,,,,,,,,,,,,2,1,,,,,10,,,,32,50,,,1,,,,5,,,,,,,,60,,,22,,,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,3,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,17,,10,6,,,
Sacrificios,11-May-11,4,5,,,,,,,,,1,,,,,,,6,,,,,,,,,,,,2,,,,,,1,,,4,,,,20,46,,,2,,,,,,,,,,,,50,,,27,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,8,8,,,,
Verde,12-May-11,10,1,2,,,,,,,1,,,,,,,,1,,,,,,2,,,,,,,,,,2,2,,,,,13,,,,260,,,,,,,,,,,,,,,2,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,2,,,,,1,5,2,,,
Verde,12-May-11,10,2,,,,,1,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,1,,,,,2,,,,270,,,4,,,,2,,,,,,,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,4,,1,,
Verde,12-May-11,10,3,,,,,1,,,,1,,,,,,,2,,,,,,1,,,,,,,,,,2,1,,,,,7,,,,150,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,8,1,,,,1
Verde,12-May-11,10,4,2,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,245,,,1,,,,,,,,,,,,,,,3,,,,40,,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,3,,1,,
Verde,12-May-11,10,5,,,,,,,,,,,,,,,,4,,,,,,2,,,,,,,,,,,1,,,,,11,,,,400,,,,,,,,,,,,,,,45,,,1,,,,170,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,5
Verde,12-May-11,4,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,2,,,,,,,,,,,,,,,,,3,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,8,3,4,,,,6
Verde,12-May-11,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,8,15,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,4,,,,6
Verde,12-May-11,4,3,60,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,80,,,,,,,,,,,,,,,,,,,,80,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,6,,,,,,,,,,,,,,,,,,,5,24,5,,,,9
Verde,12-May-11,4,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,2,,,,,40,,,,10,20,,,,,,,,,,,,,,,,,,1,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,32,28,7,2,,,1
Verde,12-May-11,4,5,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,1,,,2,70,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,28,12,13,,,,2
Ingenieros,19-May-11,2,1,,,,,,,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,
Ingenieros,19-May-11,2,2,,1,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,
Ingenieros,19-May-11,2,3,14,,,,,,,4,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,10,,,,,,
Ingenieros,19-May-11,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,26,,,,,,
Ingenieros,19-May-11,2,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,
AnegadaAdentro,1-Sep-11,16,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,1,,,17,20,3,6,,,250,,30,2,,,,,,,,,,,,1,,,1,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,5,1,,,,,,,2,,,,,,,,,,,,,,,1,1,,1
AnegadaAdentro,1-Sep-11,16,2,,,,,,,,1,,,,,,,,,,,,,,5,,,10,,,,,,,2,,,,25,26,21,,,,150,,,1,,,,,,,,,,,,2,,,2,1,,,160,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,10,,,,,
AnegadaAdentro,1-Sep-11,16,3,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,19,39,12,,,,350,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,1,,,,,,,,16,,,,,
AnegadaAdentro,1-Sep-11,16,4,,,,,,,,,,,,,1,,,2,,,,,,4,,,,,,,,,,,2,,,14,100,15,6,,1,270,,15,,,,,,,,,,,,,,,,,1,,,22,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
AnegadaAdentro,1-Sep-11,16,5,,,,,2,,,,,,,,2,,,,,,,,,1,,,5,,,,,,,,,,,,8,14,,,,200,,30,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,1,,,,,,16,,1,,,
AnegadaAdentro,1-Sep-11,4,1,,,,,,,,,,,,,1,,,2,,,,,,1,,,,,,,,,1,,,,,,30,,,,,,,,,,,,1,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,5,,,,,7
AnegadaAdentro,1-Sep-11,4,2,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,8,,,,,9
AnegadaAdentro,1-Sep-11,4,3,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,5,,,,,,,,,,,,,,,,30,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,9
AnegadaAdentro,1-Sep-11,4,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,
AnegadaAdentro,1-Sep-11,4,5,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,2,,,,,,70,,,,,,,,,,,,1,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4,,,,,5
Blanca,5-Sep-11,15,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,,
